date,venue,location,setlist,gaps
1988-02-24,Gallagher's,"Waitsfield, VT",Funky Bitch | Fluffhead | The Curtain | You Enjoy Myself | I Didn't Know | The Lizards | Wilson | Peaches en Regalia | Golgi Apparatus | Slave to the Traffic Light | Corinna | Fee | David Bowie | Mustang Sally | Sneakin' Sally Thru the Alley | Sanity | La Grange | Harry Hood,0 | 0 | -1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 5 | 0 | 0 | 5 | 5 | 32 | 9 | 2
1988-02-26,"Living and Learning Center, University of Vermont","Burlington, VT",The Curtain | Suzy Greenberg | You Enjoy Myself | The Man Who Stepped Into Yesterday | Avenu Malkenu | The Man Who Stepped Into Yesterday | AC/DC Bag | Possum | Phase Dance | Good Times Bad Times | Fluffhead | I Didn't Know | Golgi Apparatus | The Lizards | David Bowie | The Ballad of Curtis Loew | Fee | McGrupp and the Watchful Hosemasters | Dear Mrs. Reagan | Makisupa Policeman | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Whipping Post,0 | 4 | 0 | 4 | 4 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 4 | 4 | 21 | 3 | 3 | 3 | 1
1988-03-09,Gallagher's,"Waitsfield, VT",,
1988-03-11,"The Base Lodge, Stearns Hall, Johnson State College","Johnson, VT",The Chicken | Funky Bitch | Sneakin' Sally Thru the Alley | Take the 'A' Train | You Enjoy Myself | Wilson | Golgi Apparatus | Slave to the Traffic Light | Flat Fee | Corinna | The Lizards | David Bowie | Fluffhead | Dinner and a Movie | Harry Hood | The Ballad of Curtis Loew | Harpua | AC/DC Bag | Alumni Blues | Run Like an Antelope,-1 | 2 | 2 | 3 | 1 | 2 | 1 | 2 | 5 | 2 | 1 | 1 | 1 | 5 | 2 | 1 | 12 | 1 | 1 | 5
1988-03-12,Nectar's,"Burlington, VT",Jump Monk | McGrupp and the Watchful Hosemasters | The Lizards | Tela | Wilson | AC/DC Bag | Colonel Forbin's Ascent | Fly Famous Mockingbird | The Sloth | Possum | Run Like an Antelope,-1 | 2 | 0 | -1 | 0 | 0 | -1 | 7 | 6 | 2 | 0
1988-03-20,Nectar's,"Burlington, VT",,
1988-03-21,Nectar's,"Burlington, VT",Suzy Greenberg | Golgi Apparatus | McGrupp and the Watchful Hosemasters | Sneakin' Sally Thru the Alley | Divided Sky | Boogie On Reggae Woman | Timber (Jerry the Mule) | The Lizards | Fire | AC/DC Bag | The Chase | Possum | Dinner and a Movie | I Didn't Know | Colonel Forbin's Ascent | Fly Famous Mockingbird,4 | 2 | 1 | 2 | 6 | 46 | 9 | 1 | 6 | 1 | 20 | 1 | 2 | 4 | 1 | 1
1988-03-22,Nectar's,"Burlington, VT",Harpua | Wilson | Peaches en Regalia | Funky Bitch | Golgi Apparatus | Suzy Greenberg | You Enjoy Myself | The Lizards | Good Times Bad Times | Happy Birthday to You | Colonel Forbin's Ascent | Icculus | Colonel Forbin's Ascent | Fly Famous Mockingbird | AC/DC Bag,3 | 2 | 6 | 3 | 0 | 0 | 3 | 0 | 5 | 10 | 0 | 40 | 0 | 0 | 0
1988-03-31,Kenny's Castaways,"New York, NY",I Didn't Know | Golgi Apparatus | Fee | AC/DC Bag | Possum | Fluffhead | Alumni Blues | The Lizards | Colonel Forbin's Ascent | Fly Famous Mockingbird | Take the 'A' Train | Fire | You Enjoy Myself | Wilson,1 | 0 | 6 | 0 | 1 | 4 | 4 | 0 | 0 | 0 | 4 | 1 | 0 | 0
1988-04-02,"Humphries House (The Zoo), Amherst College","Amherst, MA",Fire | Good Times Bad Times,0 | 1
1988-04-06,Gallagher's,"Waitsfield, VT",,
1988-04-17,Nectar's,"Burlington, VT",,
1988-04-18,Nectar's,"Burlington, VT",,
1988-04-19,Nectar's,"Burlington, VT",,
1988-04-22,University of Vermont,"Burlington, VT",I Didn't Know | Golgi Apparatus | The Lizards | Fee | Shaggy Dog | Big Black Furry Creature from Mars | You Enjoy Myself | Suzy Greenberg | Ya Mar | AC/DC Bag | Possum | The Ballad of Curtis Loew | David Bowie | Colonel Forbin's Ascent | Fly Famous Mockingbird | Fire | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Run Like an Antelope,5 | 5 | 5 | 5 | 17 | 14 | 5 | 6 | 44 | 5 | 5 | 10 | 10 | 5 | 5 | 4 | 5 | 12 | 5 | 9
1988-04-27,Gallagher's,"Waitsfield, VT",,
1988-04-28,"Ira Allen Chapel, University of Vermont","Burlington, VT",,
1988-04-30,Colgate University,"Hamilton, NY",,
1988-05-01,The Haunt,"Ithaca, NY",,
1988-05-02,The Haunt,"Ithaca, NY",,
1988-05-03,The Haunt,"Ithaca, NY",,
1988-05-05,"Slade Hall, University of Vermont","Burlington, VT",,
1988-05-08,CD's,"Norwalk, CT",,
1988-05-12,Kenny's Castaways,"New York, NY",,
1988-05-14,Goddard College,"Plainfield, VT",Fire | I Didn't Know | Halley's Comet | Light Up Or Leave Me Alone | You Enjoy Myself | The Lizards | Big Black Furry Creature from Mars | Jesus Just Left Chicago | Fluffhead | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Take the 'A' Train,9 | 9 | 38 | 38 | 9 | 9 | 9 | 26 | 15 | 9 | 9 | 9 | 15
1988-05-15,Beecher Hill Farm,"Hinesburg, VT",Alumni Blues | Letter to Jimmy Page | Alumni Blues | Golgi Apparatus | You Enjoy Myself | Suzy Greenberg | Good Times Bad Times | Fluffhead | Shaggy Dog | The Lizards | Sneakin' Sally Thru the Alley | AC/DC Bag | Possum | Icculus | McGrupp and the Watchful Hosemasters | The Curtain With | Wilson | Peaches en Regalia | Take the 'A' Train | Jesus Just Left Chicago | I Didn't Know | Flat Fee | Whipping Post | Harpua | Fire,0 | 0 | 0 | 10 | 0 | 10 | 15 | 0 | 10 | 0 | 18 | 10 | 10 | 17 | 18 | 28 | 16 | 17 | 0 | 0 | 0 | 21 | 23 | 17 | 0
1988-05-21,Nectar's,"Burlington, VT",,
1988-05-22,Nectar's,"Burlington, VT",Funky Bitch | Sneakin' Sally Thru the Alley | Alumni Blues | Letter to Jimmy Page | Alumni Blues | You Enjoy Myself | St. Thomas | Golgi Apparatus | Fire | La Grange | Possum | The Lizards | Timber (Jerry the Mule) | Tela | Happy Birthday to You | Fluffhead | Bike | Good Times Bad Times | Big Leg Emma | Rocky Top | Cities | Take the 'A' Train | The Curtain With | Suzy Greenberg,19 | 1 | 1 | 1 | 1 | 1 | -1 | 1 | 1 | 26 | 1 | 1 | 20 | 22 | 19 | 1 | 29 | 1 | 114 | 51 | 67 | 1 | 1 | 1
1988-05-23,Nectar's,"Burlington, VT",Take the 'A' Train | Golgi Apparatus | You Enjoy Myself | Rocky Top | Light Up Or Leave Me Alone | I Didn't Know | Peaches en Regalia | Possum | Good Times Bad Times,0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 0
1988-05-24,Nectar's,"Burlington, VT",The Curtain With | Rocky Top | Funky Bitch | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Peaches en Regalia | Golgi Apparatus | Sneakin' Sally Thru the Alley | Suzy Greenberg | Fire | Jesus Just Left Chicago | Fluffhead | Whipping Post | Ya Mar | Jam | Halley's Comet | The Sloth | I Didn't Know | La Grange | Fee | I Know a Little | Big Black Furry Creature from Mars | Corinna | Harpua | Run Like an Antelope,1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 3 | 1 | 3 | 14 | 38 | 4 | 24 | 0 | 1 | 14 | 62 | 4 | 25 | 3 | 14
1988-05-27,The Front,"Burlington, VT",,
1988-05-28,Wedding Reception,"Waitsfield, VT",,
1988-06-03,Squam Lake Steak House,"Squam Lake, NH",,
1988-06-04,Squam Lake Steak House,"Squam Lake, NH",,
1988-06-15,The Front,"Burlington, VT",Suzy Greenberg | Alumni Blues | Letter to Jimmy Page | Alumni Blues | You Enjoy Myself | Wilson | Rocky Top | McGrupp and the Watchful Hosemasters | Fluffhead | Golgi Apparatus | La Grange | Fee | Timber (Jerry the Mule) | I Didn't Know | The Lizards | AC/DC Bag | The Sloth | Contact | Dinner and a Movie | Take the 'A' Train | Good Times Bad Times | Whipping Post | Dear Mrs. Reagan,4 | 4 | 4 | 4 | 5 | 8 | 4 | 8 | 4 | 4 | 4 | 4 | 6 | 4 | 6 | 8 | 4 | -1 | 27 | 5 | 5 | 4 | 32
1988-06-17,Gopher Broke (Commune),"Morrisville, VT",,
1988-06-19,Nectar's,"Burlington, VT","The Curtain With | Funky Bitch | Possum | Golgi Apparatus | La Grange | Suzy Greenberg | Big Leg Emma | You Enjoy Myself | Good Times Bad Times | Cities | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Big Black Furry Creature from Mars | Swing Low, Sweet Chariot | Contact | Run Like an Antelope | I Know a Little | Mike's Song | Corinna | Rocky Top | McGrupp and the Watchful Hosemasters | Jesus Just Left Chicago",6 | 6 | 7 | 1 | 1 | 1 | 8 | 1 | 1 | 8 | 1 | 1 | 1 | 6 | 66 | 1 | 6 | 6 | 66 | 6 | 1 | 1 | 6
1988-06-20,Nectar's,"Burlington, VT",Slave to the Traffic Light | Peaches en Regalia | You Enjoy Myself | Fluffhead | AC/DC Bag | The Lizards | Halley's Comet | Wilson | Ya Mar | Jam | I Didn't Know | Sneakin' Sally Thru the Alley | Tela | Fee | Golgi Apparatus | Satin Doll | Take the 'A' Train | Possum | The Ballad of Curtis Loew | David Bowie,33 | 7 | 0 | 2 | 2 | 2 | 7 | 2 | 7 | 7 | 2 | 7 | 9 | 2 | 0 | -1 | 2 | 0 | 22 | 22
1988-06-21,Nectar's,"Burlington, VT",Fluffhead | Rocky Top | Mustang Sally | Suzy Greenberg | The Curtain | The Lizards | Fly Famous Mockingbird | Fire | AC/DC Bag | Flat Fee | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Jesus Just Left Chicago | Good Times Bad Times | Contact | Peaches en Regalia | Golgi Apparatus | Harpua | I Didn't Know | Whipping Post,0 | 1 | 37 | 1 | 36 | 0 | 23 | 8 | 0 | 12 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 8 | 0 | 3
1988-06-23,Tramps,"New York, NY",,
1988-06-24,Halverson's,"Burlington, VT",On Your Way Down | Golgi Apparatus | Fee | Sneakin' Sally Thru the Alley | You Enjoy Myself | The Ballad of Curtis Loew | Fluffhead,-1 | 1 | 2 | 2 | 2 | 2 | 1
1988-06-25,Unknown,"Burlington, VT",,
1988-06-27,Cossayuna Lake,"Cossayuna, NY",,
1988-07-07,The Front,"Burlington, VT",AC/DC Bag | You Enjoy Myself | La Grange | Shaggy Dog | Golgi Apparatus | I Didn't Know | Sweet Georgia Brown | Bold As Love | Colonel Forbin's Ascent | Fly Famous Mockingbird | Suzy Greenberg | Good Times Bad Times,4 | 2 | 6 | 17 | 2 | 4 | -1 | -1 | 28 | 4 | 4 | 4
1988-07-08,The Front,"Burlington, VT",,
1988-07-11,Sam's Tavern,"Burlington, VT",Satin Doll | Suzy Greenberg | The Curtain With | Funky Bitch | Fire | Bold As Love | Colonel Forbin's Ascent | Fly Famous Mockingbird | Golgi Apparatus | Alumni Blues | Letter to Jimmy Page | Alumni Blues | McGrupp and the Watchful Hosemasters | La Grange,7 | 1 | 8 | 8 | 6 | 1 | 1 | 1 | 1 | 6 | 6 | 6 | 8 | 1
1988-07-12,Sam's Tavern,"Burlington, VT",Cities | The Lizards | Sneakin' Sally Thru the Alley | Good Times Bad Times | Happy Birthday to You | Peaches en Regalia | You Enjoy Myself | I Didn't Know | Blue Bossa | Take the 'A' Train | Timber (Jerry the Mule) | Fluffhead | Jesus Just Left Chicago | Makisupa Policeman | Slave to the Traffic Light | AC/DC Bag | Roll Like a Cantaloupe,9 | 7 | 5 | 2 | 18 | 7 | 2 | 2 | -1 | 8 | 11 | 5 | 7 | 44 | 8 | 2 | 107
1988-07-23,Pete's Phabulous Phish Phest,"Underhill, VT",Jam | Colonel Forbin's Ascent | Fly Famous Mockingbird | Mike's Song | I Am Hydrogen | Weekapaug Groove | The Lizards | On Your Way Down | AC/DC Bag | Possum | Walk Away | Bold As Love | No Dogs Allowed | The Sloth | Fire | The Curtain With | Dave's Energy Guide | The Curtain With | Wilson | Terrapin | Run Like an Antelope | Satin Doll | Blue Bossa | La Grange | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Peaches en Regalia | You Enjoy Myself | Contact | Harry Hood | Dinner and a Movie | Slave to the Traffic Light | The Ballad of Curtis Loew | Good Times Bad Times,9 | 1 | 1 | 10 | 61 | -1 | 0 | 6 | 0 | 9 | -1 | 1 | -1 | 12 | 1 | 1 | 67 | 1 | 9 | 71 | 10 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 8 | 43 | 12 | 0 | 6 | 0
1988-07-24,Nectar's,"Burlington, VT",Walk Away | Golgi Apparatus | Funky Bitch | Colonel Forbin's Ascent | Fly Famous Mockingbird | Sneakin' Sally Thru the Alley | Mike's Song | I Am Hydrogen | Weekapaug Groove | Bold As Love | Light Up Or Leave Me Alone | Fluffhead | La Grange | The Lizards | Alumni Blues | Letter to Jimmy Page | Alumni Blues | On Your Way Down | Cities | David Bowie | The Man Who Stepped Into Yesterday | Avenu Malkenu | Peaches en Regalia | Jesus Just Left Chicago | McGrupp and the Watchful Hosemasters | Run Like an Antelope,0 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 19 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 10 | 46 | 46 | 0 | 1 | 2 | 0
1988-07-25,Nectar's,"Burlington, VT",Mike's Song | I Am Hydrogen | Weekapaug Groove | Bold As Love | Light Up Or Leave Me Alone | Fluffhead | Skin It Back | Harpua | Big Black Furry Creature from Mars | Sanity | Icculus | Camel Walk,0 | 0 | 0 | 0 | 0 | 0 | 49 | 10 | 12 | 48 | 23 | 54
1988-07-28,The Roma,"Telluride, CO",Fluffhead | La Grange | The Lizards | Take the 'A' Train | Corinna | David Bowie | Fee | Big Black Furry Creature from Mars,0 | 1 | 1 | 3 | 13 | 1 | 9 | 0
1988-07-29,The Roma,"Telluride, CO",You Enjoy Myself | Satin Doll | Walk Away | Sneakin' Sally Thru the Alley | The Curtain With | Fire | Suzy Greenberg | Skin It Back | Jesus Just Left Chicago | Dinner and a Movie | The Sloth | Icculus | Colonel Forbin's Ascent | Fly Famous Mockingbird | I Didn't Know | Good Times Bad Times | Rocky Top | Light Up Or Leave Me Alone | Contact | Whipping Post | The Ballad of Curtis Loew | Take the 'A' Train | McGrupp and the Watchful Hosemasters | Bold As Love,3 | 3 | 2 | 2 | 3 | 3 | 5 | 1 | 2 | 3 | 3 | 1 | 2 | 2 | 4 | 3 | 12 | 1 | 3 | 12 | 3 | 0 | 2 | 1
1988-07-30,The Roma,"Telluride, CO",All Blues | Mr. P.C. | Funky Bitch | Suzy Greenberg | She Caught the Katy and Left Me a Mule to Ride | Contact | Maiden Voyage | Corinna | La Grange | On Your Way Down | Slave to the Traffic Light | Timber (Jerry the Mule) | Walk Away | Possum | Sneakin' Sally Thru the Alley | Harpua | Fluffhead | Anarchy | Dear Mrs. Reagan | Terrapin | Run Like an Antelope | Fire,124 | -1 | 3 | 0 | 82 | 0 | -1 | 1 | 1 | 3 | 4 | 5 | 0 | 4 | 0 | 2 | 1 | 85 | 17 | 4 | 3 | 0
1988-08-03,Fly Me to the Moon Saloon,"Telluride, CO",Possum | On Your Way Down | Sneakin' Sally Thru the Alley | Colonel Forbin's Ascent | Fly Famous Mockingbird | Good Times Bad Times | Suzy Greenberg | Light Up Or Leave Me Alone | Fee | La Grange | Take the 'A' Train | Whipping Post | The Lizards | I Know a Little | You Enjoy Myself | Jesus Just Left Chicago | Peaches en Regalia | Mike's Song | I Am Hydrogen | Fluffhead | Harry Hood | Satin Doll | Funky Bitch | Walk Away,0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 2 | 16 | 1 | 1 | 4 | 3 | 3 | 0 | 5 | 1 | 0 | 0
1988-08-04,The Roma,"Telluride, CO",The Man Who Stepped Into Yesterday | Avenu Malkenu | The Man Who Stepped Into Yesterday | Flat Fee | The Lizards | McGrupp and the Watchful Hosemasters | Alumni Blues | Letter to Jimmy Page | Alumni Blues | The Sloth | Take the 'A' Train | Poor Heart | Peaches en Regalia | David Bowie | Camel Walk | The Curtain | Wilson | No Dogs Allowed | Dog Log | Suzy Greenberg | Mike's Song | I Am Hydrogen | Weekapaug Groove | Satin Doll | Possum | Big Leg Emma | Fee | Run Like an Antelope | Rocky Top | Tela | Dear Mrs. Reagan | Fluffhead,5 | 5 | 5 | 15 | 0 | 2 | 5 | 5 | 5 | 2 | 0 | -1 | 0 | 3 | 4 | 15 | 6 | 6 | 78 | 0 | 0 | 0 | 4 | 0 | 0 | 17 | 0 | 1 | 2 | 16 | 1 | 0
1988-08-05,The Roma,"Telluride, CO",La Grange | You Enjoy Myself | Cities | Dave's Energy Guide | Cities | Take the 'A' Train | Funky Bitch | Dinner and a Movie | Fire | Golgi Apparatus | AC/DC Bag | Satin Doll | Sanity | Big Black Furry Creature from Mars | Slave to the Traffic Light | Alumni Blues | Letter to Jimmy Page | Alumni Blues | The Lizards | Mustang Sally | Corinna | Walk Away | Jesus Just Left Chicago | Contact | Makisupa Policeman | Whipping Post | Harpua,1 | 1 | 6 | 7 | 6 | 0 | 1 | 3 | 2 | 6 | 7 | 0 | 5 | 4 | 2 | 0 | 0 | 0 | 0 | 16 | 2 | 1 | 1 | 2 | 8 | 1 | 2
1988-08-06,Aspen Mining Company,"Aspen, CO",,
1988-08-09,John & Peter's,"New Hope, PA",,
1988-08-11,The Front,"Burlington, VT",,
1988-08-12,The Front,"Burlington, VT",,
1988-08-13,The Front,"Burlington, VT",Peaches en Regalia | AC/DC Bag | Take the 'A' Train | Colonel Forbin's Ascent | Fly Famous Mockingbird | Light Up Or Leave Me Alone | Suzy Greenberg | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Fire | Wilson | Divided Sky | Jesus Just Left Chicago | Possum | Harry Hood | Corinna | Whipping Post,5 | 4 | 4 | 6 | 6 | 6 | 5 | 4 | 4 | 4 | 4 | 5 | 53 | 4 | 5 | 6 | 4 | 4
1988-08-17,Gallagher's,"Waitsfield, VT",,
1988-08-18,Sam's Tavern,"Burlington, VT",,
1988-08-21,Nectar's,"Burlington, VT",,
1988-08-22,Nectar's,"Burlington, VT",Take the 'A' Train | Satin Doll | McGrupp and the Watchful Hosemasters | Colonel Forbin's Ascent | Fly Famous Mockingbird | Fluffhead | Cities | Dave's Energy Guide | Cities | Suzy Greenberg | The Lizards,3 | 8 | 9 | 3 | 3 | 9 | 8 | 8 | 8 | 3 | 8
1988-08-24,The Border,"Burlington, VT",,
1988-08-25,Unknown Venue,"Enosburg, VT",,
1988-08-27,"Food Court, Mont Alto Campus, Penn State University","Mont Alto, PA",Satin Doll | You Enjoy Myself | Funky Bitch | Walk Away | Fluffhead | Mike's Song | Take the 'A' Train | Golgi Apparatus | Tela | Poor Heart | Good Times Bad Times,2 | 11 | 11 | 11 | 2 | 12 | 2 | 11 | 12 | 12 | 13
1988-08-29,Sam's Tavern,"Burlington, VT",,
1988-08-30,Sam's Tavern,"Burlington, VT",,
1988-09-08,The Front,"Burlington, VT",Peaches en Regalia | Walk Away | Slave to the Traffic Light | Wild Child | AC/DC Bag | Colonel Forbin's Ascent | Fly Famous Mockingbird | Bold As Love | Possum | You Enjoy Myself | Cities | Dave's Energy Guide | Cities | Good Times Bad Times | On Your Way Down | Whipping Post,9 | 2 | 14 | 157 | 9 | 5 | 5 | 18 | 9 | 2 | 5 | 5 | 5 | 2 | 16 | 9
1988-09-09,The Front,"Burlington, VT",,
1988-09-10,The Front,"Burlington, VT",,
1988-09-12,Sam's Tavern,"Burlington, VT",Shaggy Dog | Take the 'A' Train | Fee | Bold As Love | Timber (Jerry the Mule) | Satin Doll | The Lizards | The Man Who Stepped Into Yesterday | Avenu Malkenu | Bundle of Joy | Camel Walk | The Practical Song | Harry Hood | Esther,29 | 5 | 18 | 2 | 20 | 5 | 8 | 18 | 18 | 76 | 18 | -1 | 12 | -1
1988-09-13,Sam's Tavern,"Burlington, VT",Walk Away | Funky Bitch | You Enjoy Myself | Flat Fee | McGrupp and the Watchful Hosemasters | Wilson | Peaches en Regalia | Good Times Bad Times | Ride Captain Ride | Boogie On Reggae Woman | Cities | Dave's Energy Guide | Cities | Run Like an Antelope | Fluffhead | Jam | Andy's Chest | Big Black Furry Creature from Mars | Dave's Energy Guide | Big Black Furry Creature from Mars | Sanity | Jam | Fire,3 | 6 | 3 | 19 | 9 | 13 | 3 | 3 | 117 | 67 | 3 | 3 | 3 | 19 | 6 | 26 | -1 | 18 | 3 | 18 | 18 | 26 | 13
1988-09-16,"Nick's Basement, University of New Hampshire","Durham, NH",,
1988-09-22,"Campus Pub, Binghamton College","Binghamton, NY",McGrupp and the Watchful Hosemasters | Take the 'A' Train | Fluffhead | You Enjoy Myself | David Bowie,1 | 2 | 1 | 1 | 21
1988-09-24,"Humphries House (The Zoo), Amherst College","Amherst, MA",Golgi Apparatus | On Your Way Down | Alumni Blues | Letter to Jimmy Page | Alumni Blues | You Enjoy Myself | Wilson | Peaches en Regalia | La Grange | Take the 'A' Train | Divided Sky | Bold As Love | David Bowie | The Lizards | Walk Away | Possum | Fee | Sparks | Whipping Post | Good Times Bad Times | Fluffhead | The Curtain | AC/DC Bag | Dinner and a Movie | Contact | Big Black Furry Creature from Mars,9 | 6 | 16 | 16 | 16 | 0 | 2 | 2 | 21 | 0 | 16 | 3 | 0 | 3 | 2 | 6 | 3 | 86 | 6 | 2 | 0 | 22 | 6 | 21 | 21 | 2
1988-10-28,"Cafeteria Building, Middlebury College","Middlebury, VT",,
1988-10-29,"Sculpture Room, Goddard College","Plainfield, VT",Suzy Greenberg | The Lizards | Time Loves a Hero | Golgi Apparatus | Bold As Love | La Grange | Contact | Costume Contest | Harry Hood | Halley's Comet | Whipping Post | Fee | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Walk Away | Divided Sky | The Ballad of Curtis Loew | Mike's Song | Take the 'A' Train | Fire | Fluffhead | AC/DC Bag | Foam | Terrapin | Big Black Furry Creature from Mars | Timber (Jerry the Mule) | Slave to the Traffic Light | Donna Lee | Run Like an Antelope | I Didn't Know | Wilson | Peaches en Regalia | Funky Bitch,14 | 1 | -1 | 1 | 1 | 1 | 1 | -1 | 5 | 41 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 27 | 11 | 1 | 4 | 1 | 1 | -1 | 26 | 1 | 5 | 8 | -1 | 4 | 27 | 1 | 1 | 4
1988-11-03,Molly's Cafe,"Boston, MA",Fire | Golgi Apparatus | Fluffhead | Possum | Fee | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Good Times Bad Times | Time Loves a Hero | Walk Away | The Lizards | Shaggy Dog | Whipping Post | Contact | Bold As Love | Take the 'A' Train | Run Like an Antelope | Suzy Greenberg | Foam | I Didn't Know | Big Black Furry Creature from Mars | Harpua | David Bowie,0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 24 | 2
1988-11-04,Nardis Restaurant,"Clinton, NY",Mike's Song,1
1988-11-05,"Sigma Phi Fraternity, Hamilton College","Clinton, NY",Slave to the Traffic Light | Time Loves a Hero | Fire | You Enjoy Myself | Possum | Take the 'A' Train | Golgi Apparatus | Walk Away | Fluffhead | Alumni Blues | Letter to Jimmy Page | Alumni Blues | David Bowie | Wilson | Peaches en Regalia | Bold As Love | The Lizards | AC/DC Bag | Fee | Mike's Song | I Am Hydrogen | Weekapaug Groove | I Didn't Know | Good Times Bad Times | Icculus | Suzy Greenberg | Sparks | Divided Sky,2 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 2 | 1 | 0 | 27 | 27 | 1 | 1 | 30 | 1 | 4 | 2
1988-11-11,Old Stone Church,"Newmarket, NH",I Didn't Know | Good Times Bad Times | You Enjoy Myself | Possum | Fluffhead | Take the 'A' Train | David Bowie | Golgi Apparatus | Colonel Forbin's Ascent | Fly Famous Mockingbird | Mike's Song | I Am Hydrogen | Weekapaug Groove | Mr. P.C. | Fee | Bold As Love | The Lizards | Whipping Post,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 12 | 12 | 0 | 0 | 0 | 30 | 0 | 0 | 0 | 2
1988-12-02,Molly's Cafe,"Boston, MA",The Sloth | Golgi Apparatus | Bold As Love | Take the 'A' Train | Divided Sky | Contact | You Enjoy Myself | I Didn't Know | Good Times Bad Times | Alumni Blues | Letter to Jimmy Page | Alumni Blues | The Lizards | David Bowie | Fee | Dinner and a Movie | Colonel Forbin's Ascent | Fly Famous Mockingbird | The Ballad of Curtis Loew | Possum,29 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 4 | 0
